"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2003","Confirmed","Luis Eduardo Alfonso Parada",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Meridiano-70","Broadcast Reporter,Print Reporter","Corruption,Human Rights,Politics,War","Print,Radio","Colombia","Arauca",,,"Arauca",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2011","Confirmed","Luis Emanuel Ruiz Carrillo",,"Mexico",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Ruiz.Mexico.jpg","La Prensa","Journalist",,"Murder","Killed","Staff","La Prensa","Photographer","Culture","Print","Mexico","Monterrey",,,"Monterrey",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2017","Confirmed","Luís Gustavo da Silva",,"Brazil",,,"Male",,,"Journalist","Killed","Murder","Killed","Freelance","Freelance","Internet Reporter","Corruption,Crime","Internet","Brazil","Aquiraz",,"Ceará","Aquiraz",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1998","Confirmed","Luis Mario García Rodríguez",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Tarde","Print Reporter","Corruption,Crime","Print","Mexico","Mexico City",,,"Mexico City",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2003","Confirmed","Luiz Antônio da Costa",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Época","Photographer","Human Rights","Print","Brazil","São Bernardo do Campo",,,"São Bernardo do Campo",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Luiz Carlos Barbon Filho",,"Brazil",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Filho.Brazil.2007.jpg","","Journalist",,"Murder","Killed","Staff","Jornal do Porto, JC Regional, and Rádio Porto FM","Columnist / Commentator","Corruption","Print,Radio","Brazil","Porto Ferreira",,,"Porto Ferreira",,"Local","Government Officials","Confirmed",,,"Full Justice","No","No","Yes",,,,,,,,,
"2014","Confirmed","Luke Somers",,,,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelance","Photographer,Editor","Culture,Human Rights,Politics","Print,Internet","Yemen","Shabwa province",,,"Shabwa province","Shabwa province","Foreign","Political Group","Confirmed",,,"Partial Impunity","No","Yes","No",,,,,,,,,
"2006","Confirmed","Luma al-Karkhi",,"Iraq",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Al-Dustour","Print Reporter","War","Print","Iraq","Baqubah",,,"Baqubah",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2015","Confirmed","Łukasz Masiak",,"Poland",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Nasza Mława","Editor,Internet Reporter","Corruption,Crime","Internet","Poland","Mława",,,"Mława",,"Local","Local Residents","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1992","Confirmed","M. L. Manchanda",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","All India Radio","Producer","Politics","Radio","India","Patiala",,,"Patiala",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1999","Confirmed","Mabay Kamara",,"Sierra Leone",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelancer","Print Reporter","War","Print","Sierra Leone","Freetown",,,"Freetown",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1994","Confirmed","Madjid Yacef",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","L'Hebdo Libéré","Photographer","Corruption,Politics","Print","Algeria","Algiers",,,"Algiers",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2013","Confirmed","Mafaldo Bezerra Goes",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","FM Rio Jaguaribe","Broadcast Reporter","Crime","Radio","Brazil","Jaguaribe",,,"Jaguaribe",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2008","Confirmed","Magomed Yevloyev",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/magomed_yevloyev_russia_2008.jpg","","Journalist",,"Murder","Killed","Staff","Ingushetiya","Publisher / Owner","Corruption,Human Rights,Politics,War","Internet","Russia","Nazran",,,"Nazran",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2005","Confirmed","Magomedzagid Varisov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/magomedzagid_varisov_russia_2005.jpg","","Journalist",,"Murder","Killed","Staff","Novoye Delo","Print Reporter","Politics,War","Print","Russia","Makhachkala",,,"Makhachkala",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2007","Confirmed","Mahad Ahmed Elmi",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/mahad_ahmed_elmi_somalia_2007.jpg","","Journalist",,"Murder","Killed","Staff","Capital Voice","Columnist / Commentator,Editor,Producer","War","Radio","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2012","Confirmed","Mahad Salad Adan",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Mahadforcap.jpg","","Journalist",,"Murder","Killed","Freelance","Shabelle Media Network","Broadcast Reporter","Politics","Radio,Internet","Somalia","Beledweyne",,,"Beledweyne",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2018","Confirmed","Maharram Durrani",,"Afghanistan",,,"Female",,,"Journalist","Killed","Murder","Killed","Staff","Radio Azadi,Radio Free Europe/Radio Liberty","Internet Reporter,Producer","Politics,War","Radio,Internet","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1998","Confirmed","Mahmoud Saremi",,,,,"Male",,,"Journalist",,"Murder","Killed","Staff","Iranian News Agency (IRNA)","Editor","Politics","Print","Afghanistan","Mazar-i-Sharif",,,"Mazar-i-Sharif",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2007","Confirmed","Majeed Mohammed",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Kirkuk al-Yawm and Hawal","Print Reporter","Culture,War","Print","Iraq","Kirkuk",,,"Kirkuk",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Maksim Maksimov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/maksim_maksimov_russia_2006.jpg","","Journalist",,"Murder","Killed","Staff","Gorod","Print Reporter","Corruption,Crime","Print","Russia","St. Petersburg",,,"St. Petersburg",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Malika Sabour",,"Algeria",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Echourouk al-Arabi","Print Reporter","Culture","Print","Algeria","Reghaia",,,"Reghaia",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Manik Saha",,"Bangladesh",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/maniksaha.bangla.2004.jpg","BBC","Journalist",,"Murder","Killed","Staff","New Age","Print Reporter","Crime,Politics","Print","Bangladesh","Khulna",,,"Khulna",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"1998","Confirmed","Manoel Leal de Oliveira",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","A Regiao","Editor","Corruption","Print","Brazil","Itabuna",,,"Itabuna",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1992","Confirmed","Manuel de Dios Unanue",,"USA",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Dios.US.1992.jpg","El Diario/La Prensa","Journalist",,"Murder","Killed","Staff","El Diario/La Prensa","Editor","Crime","Print","USA","New York City",,,"New York City",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"1993","Confirmed","Manuel Martínez Espinoza",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Super","Broadcast Reporter,Columnist / Commentator","Corruption,Crime","Radio","Colombia","Popayan",,,"Popayan",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Marcellin Kayiranga",,"Rwanda",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Kanguka","Editor","Politics","Print","Rwanda","Kigali",,,"Kigali",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1995","Confirmed","Marcello Palmisano",,,,,"Male",,,"Journalist",,"Murder","Killed","Staff","RAI","Camera Operator","War","Television","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Marcos Borges Ribeiro",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Independente","Publisher / Owner","Corruption,Human Rights","Print","Brazil","Rio Verde",,,"Rio Verde",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2014","Confirmed","Marcos de Barros Leopoldo Guerra",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ubatuba Cobra","Internet Reporter","Corruption,Politics","Internet","Brazil","Ubatuba",,,"Ubatuba",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2016","Confirmed","Marcos Hernández Bautista ",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Noticias, Voz e Imagen de Oaxaca","Broadcast Reporter,Print Reporter","Corruption,Politics","Print,Radio","Mexico","Oaxaca",,,"Oaxaca",,"Local","Unknown Fire","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","María Carlin Fernández",,"Peru",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Peruvian Radio and Television Network","Broadcast Reporter","Corruption,Human Rights","Television","Peru","Chimbote",,,"Chimbote",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2011","Confirmed","Maria Elizabeth Macías Castro",,"Mexico",,,"Female",,,"Journalist",,"Murder","Killed","Freelance","Freelance","Internet Reporter","Crime","Internet","Mexico","an area near Nuevo Laredo",,,"an area near Nuevo Laredo",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","Yes","No","No",,,,,,,,,
"2001","Confirmed","Maria Grazia Cutuli",,,,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/maria_grazia_cutuli_afghanistan_2001.jpg","","Journalist",,"Murder","Killed","Staff","Corriere della Serra","Print Reporter","War","Print","Afghanistan","Nangarhar Province",,,"Nangarhar Province","Nangarhar Province","Foreign","Paramilitary Group","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"2004","Confirmed","María José Bravo",,"Nicaragua",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/maria_jose_bravo_nicaragua_2004.jpg","","Journalist",,"Murder","Killed","Staff","La Prensa","Print Reporter","Politics","Print","Nicaragua","Juigalpa",,,"Juigalpa",,"Local","Government Officials","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2006","Confirmed","Maricel Vigo",,"Philippines",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/maricel_vigo_philippines_2006.jpg","","Journalist",,"Murder","Killed","Freelance","DXND","Columnist / Commentator","Human Rights","Radio","Philippines","Mindanao",,,"Mindanao",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Marife “Neneng” Montaño",,"Philippines",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Saksi News and DXCI","Broadcast Reporter,Print Reporter","Politics","Radio","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2018","Confirmed","Mario Leonel Gómez Sánchez",,"Mexico",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","El Heraldo de Chiapas","Print Reporter,Internet Reporter","Business,Corruption,Crime,Politics,Culture","Print,Internet","Mexico","Yajalón",,"Chiapas","Yajalón",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Mario Randolfo Marques Lopes",,"Brazil",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/22222Mario%252520Randolfo%252520Marques%252520Lopesforkilled.jpg","","Journalist",,"Murder","Killed","Staff","Vassouras na Net","Internet Reporter","Corruption,Crime,Politics","Internet","Brazil","Barra do Piraí",,,"Barra do Piraí",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2013","Confirmed","Mario Sy",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelance","Photographer","Crime","Print","Philippines","General Santos City",,,"General Santos City",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Marites Cablitas",,"Philippines",,,"Female",,,"Journalist",,"Murder","Killed","Staff","News Focus and DXDX","Broadcast Reporter,Print Reporter","Politics","Print,Radio","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2009","Confirmed","Mark Gilbert Arriola",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","UNTV","Camera Operator","Politics","Television","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2005","Confirmed","Marlene Garcia-Esperat",,"Philippines",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/marlene_garcia-esperat_philippines_2005.jpg","CMFR","Journalist",,"Murder","Killed","Staff","Midland News and DXKR","Columnist / Commentator","Corruption","Print","Philippines","Tacurong",,,"Tacurong",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2006","Confirmed","Martin Adler",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/martin_adler_somalia_2006.jpg","AP","Journalist",,"Murder","Killed","Freelance","freelance","Photographer","Human Rights,Politics","Print","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Martín La Rotta",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Palma Estéreo","Columnist / Commentator,Publisher / Owner","Politics","Radio","Colombia","San Alberto",,,"San Alberto",,"Local","Local Residents","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Martin O'Hagan",,,,,"Male",,,"Journalist",,"Murder","Killed","Staff","Sunday World","Print Reporter","Corruption,Crime,War","Print","UK","Lurgan, Northern Ireland",,,"Lurgan, Northern Ireland",,"Foreign","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2008","Confirmed","Martin Roxas",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DYVR","Columnist / Commentator","Politics","Radio","Philippines","Roxas City",,,"Roxas City",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2017","Confirmed","Maximino Rodríguez",,"Mexico",,,"Male",,,"Journalist","Killed","Murder","Killed","Freelance","Freelance","Columnist / Commentator,Internet Reporter","Corruption,Crime,Politics","Internet","Mexico","La Paz, Baja California Sur",,,"La Paz, Baja California Sur",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1995","Confirmed","Mekhlouf Boukzer",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Algerian State Television","Broadcast Reporter","Sports","Television","Algeria","Constantine",,,"Constantine",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1996","Confirmed","Metin Göktepe",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Evrensel","Columnist / Commentator","Corruption,Culture,Politics","Print","Turkey","Istanbul",,,"Istanbul",,"Local","Government Officials","Confirmed",,,"Full Justice","Yes","Yes","No",,,,,,,,,
"1997","Confirmed","Michael Senior",,"Cambodia",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelancer","Broadcast Reporter,Photographer","Politics","Print,Television","Cambodia","Phnom Penh",,,"Phnom Penh",,"Local","Military Officials","Confirmed",,,"Complete Impunity","Yes","No","No",,,,,,,,,
"2014","Confirmed","Michael Tshele",,"South Africa",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelance","Photographer","Corruption,Human Rights","Print,Internet","South Africa","Britz",,,"Britz",,"Local","Government Officials","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2007","Confirmed","Miguel Pérez Julca",,"Peru",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Éxitos","Columnist / Commentator","Corruption,Crime","Radio","Peru","Jaén",,,"Jaén",,"Local","Unknown Fire","Confirmed",,,"Full Justice","No","No","Yes",,,,,,,,,
"2013","Confirmed","Mikhail Beketov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/beketov.jpg","","Journalist",,"Murder","Killed","Staff","Khimkinskaya Pravda","Editor,Print Reporter","Politics","Print","Russia","Khimki",,,"Khimki",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2001","Confirmed","Milan Pantic",,"Yugoslavia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Vecernje Novosti","Print Reporter","Business,Corruption,Crime","Print","Yugoslavia","Jagodina, Serbia",,,"Jagodina, Serbia",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2000","Confirmed","Mir Illias Hossain",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Dainik Bir Darpan","Columnist / Commentator,Editor","Politics","Print","Bangladesh","Jhenaidah",,,"Jhenaidah",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Miran Krovatin",,,,,"Male",,,"Journalist",,"Murder","Killed","Staff","RAI-3 Television","Camera Operator",,"Television","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2017","Confirmed","Miroslava Breach Velducea",,"Mexico",,,"Female",,,"Journalist","Killed","Murder","Killed","Staff","La Jornada","Print Reporter,Internet Reporter","Crime,Politics","Print,Internet","Mexico","Chihuahua",,,"Chihuahua",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
